City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,Sisimiut,100,GL,1655902383,98,66.9395,-53.6735,35.28,3.51
275,Ko Samui,40,TH,1655902383,83,9.5357,99.9357,80.51,6.91
276,Chiredzi,0,ZW,1655902384,31,-21.05,31.6667,76.46,12.1
277,Saint Paul Harbor,0,US,1655902012,59,57.79,-152.4072,60.31,11.5
278,Nantucket,0,US,1655902115,81,41.2835,-70.0995,66.34,16.11
279,Taltal,22,CL,1655902210,67,-25.4,-70.4833,56.39,3.24
280,Touros,100,BR,1655902134,88,-5.1989,-35.4608,76.82,9.53
281,Kainantu,52,PG,1655902385,97,-6.2887,145.8655,58.84,0.89
282,Ust'-Omchug,100,RU,1655902385,80,61.15,149.6333,53.58,7.38
283,Eydhafushi,100,MV,1655902385,74,5.1033,73.0708,83.86,11.43
284,Saint-Augustin,100,CA,1655902385,68,51.226,-58.6502,54.03,7.25
285,Nome,100,US,1655902263,93,64.5011,-165.4064,44.67,19.57
286,Port Macquarie,0,AU,1655902149,71,-31.4333,152.9167,46.89,6.55
287,Diu,45,IN,1655902291,65,20.7141,70.9822,88.92,11.05
288,Altona,0,DE,1655902387,49,53.55,9.9333,78.15,8.05
289,Poso,100,ID,1655902192,85,-1.3959,120.7524,77.41,4.18
290,Diego de Almagro,6,CL,1655902388,57,-26.3667,-70.05,47.77,3.4
291,Nadvoitsy,92,RU,1655902389,62,63.8667,34.3167,57.51,5.17
292,Cayenne,75,GF,1655902137,78,4.9333,-52.3333,82.44,0.0
293,Shimoda,100,JP,1655902204,94,34.6667,138.95,71.1,6.44
294,Newtonhill,0,GB,1655902389,53,57.0333,-2.15,76.12,3.44
295,Moberly,0,US,1655902390,82,39.4184,-92.4382,71.92,5.75
296,Ancud,100,CL,1655902123,78,-41.8697,-73.8203,36.23,8.16
297,Abhā,40,SA,1655902390,44,18.2164,42.5053,84.02,16.11
298,Mezen',24,RU,1655902253,45,65.8522,44.24,60.73,9.44
299,Palmer,100,US,1655902224,86,42.1584,-72.3287,61.41,0.0
300,Aklavik,100,CA,1655902158,61,68.2191,-135.0107,53.26,6.98
301,Kenai,0,US,1655902146,81,60.5544,-151.2583,55.45,3.44
302,Nivala,98,FI,1655902392,78,63.9167,24.9667,58.68,1.03
303,Verkhov'ye,100,RU,1655902393,94,52.8119,37.2425,58.78,9.24
304,Tombouctou,5,ML,1655902393,10,20.0,-3.0,109.33,9.62
305,Knyaze-Volkonskoye,96,RU,1655902393,93,48.4642,135.4567,66.54,8.3
306,Lucapa,22,AO,1655902393,22,-8.4192,20.7447,91.15,2.44
307,Monkey Hill,40,KN,1655902394,72,17.3167,-62.7167,84.06,9.22
308,Mazatlán,100,MX,1655902394,79,23.2167,-106.4167,81.18,4.92
309,Erzin,4,TR,1655902394,31,36.9559,36.2,90.54,13.71
310,Itacarambi,29,BR,1655902395,46,-15.1022,-44.0919,78.49,5.1
311,Jiangyou,100,CN,1655902395,87,31.7667,104.7167,78.13,5.93
312,Dandong,100,CN,1655902395,92,40.1292,124.3947,69.19,5.46
313,Isangel,56,VU,1655902171,71,-19.55,169.2667,69.13,7.78
314,Banjar,100,ID,1655902396,88,-8.19,114.9675,76.86,4.79
315,Camacha,75,PT,1655902199,68,33.0833,-16.3333,65.62,16.11
316,Mgandu,8,TZ,1655902396,22,-5.95,34.1333,79.9,5.03
317,Cherskiy,100,RU,1655902198,42,68.75,161.3,54.16,19.93
318,La Sarre,2,CA,1655902397,79,48.8002,-79.1996,68.31,10.85
319,Hue,75,VN,1655902260,74,16.4667,107.6,82.51,6.91
320,Suriāpet,99,IN,1655902397,48,17.15,79.6167,90.81,4.47
321,Mozarlândia,46,BR,1655902398,31,-14.7447,-50.5706,83.03,5.91
322,Matara,100,LK,1655902398,84,5.9485,80.5353,79.36,9.35
323,Hervey Bay,0,AU,1655902398,84,-25.2986,152.8535,57.02,3.0
324,Coquimbo,75,CL,1655902154,58,-29.9533,-71.3436,56.93,21.85
325,Prado,21,BR,1655902399,65,-17.3411,-39.2208,78.4,2.04
326,Miran Shah,65,PK,1655902399,47,33.0086,70.0697,75.04,4.99
327,Camaná,27,PE,1655902400,77,-16.6228,-72.7111,60.94,5.77
328,Gravdal,100,NO,1655902400,61,68.1214,13.5031,48.18,11.25
329,Vigrestad,100,NO,1655902400,73,58.5667,5.7,62.96,10.6
330,Bayan,100,CN,1655902401,86,46.0833,127.4,70.09,10.87
331,Newton Stewart,60,GB,1655902402,62,54.9578,-4.4832,66.0,8.14
332,Waldoboro,4,US,1655902402,76,44.0954,-69.3756,63.9,8.48
333,Ano Psychiko,61,GR,1655902402,41,41.0,23.6333,98.2,5.01
334,Altay,0,CN,1655902264,35,47.8667,88.1167,81.9,6.31
335,Torrington,98,US,1655902403,97,41.8007,-73.1212,60.73,1.99
336,Kajansi,93,UG,1655902403,55,0.2081,32.5222,77.68,11.14
337,Babylon,100,US,1655902404,81,40.6957,-73.3257,64.33,10.36
338,Plettenberg Bay,100,ZA,1655902404,59,-34.0527,23.3716,66.63,2.59
339,Darhan,1,MN,1655902300,74,49.4867,105.9228,62.91,2.08
340,Shaoxing,1,CN,1655902404,76,30.011,120.5715,84.15,8.08
341,Fairbanks,75,US,1655902270,85,64.8378,-147.7164,57.31,5.75
342,Bulungu,80,CD,1655902405,46,-4.55,18.6,87.6,1.66
343,Khudumelapye,100,BW,1655902406,32,-23.8833,24.75,70.07,13.06
344,Dawlatabad,0,AF,1655902406,14,36.4141,64.9053,91.44,11.95
345,Malindi,75,KE,1655902406,65,-3.2175,40.1191,82.56,28.77
346,Sangar,39,RU,1655902407,65,63.9242,127.4739,62.35,4.61
347,Arraial do Cabo,0,BR,1655902171,73,-22.9661,-42.0278,75.06,13.8
348,Alice Springs,0,AU,1655902373,71,-23.7,133.8833,47.75,0.0
349,Nago,0,JP,1655902316,90,26.5881,127.9761,83.25,4.92
350,Pathein,100,MM,1655902408,92,16.7833,94.7333,76.93,3.71
351,Broome,100,US,1655902408,77,42.2506,-75.833,71.71,4.0
352,Fort Nelson,75,CA,1655902181,94,58.8053,-122.7002,53.19,5.75
353,Kushima,0,JP,1655902195,94,31.4583,131.2333,74.84,5.32
354,Kavaratti,100,IN,1655902135,79,10.5669,72.642,83.3,20.2
355,Synya,100,RU,1655902409,88,65.3718,58.0387,51.13,8.32
356,Someshwar,100,IN,1655902410,93,13.5,75.0667,75.67,2.82
357,Mahébourg,40,MU,1655902255,60,-20.4081,57.7,75.49,11.5
358,Hearst,89,CA,1655902410,79,49.6835,-83.6665,62.85,11.23
359,Baghdad,0,IQ,1655902410,16,33.3406,44.4009,96.71,14.97
360,Krasnyy Luch,61,UA,1655902411,45,48.1395,38.9371,73.22,12.24
361,Armizonskoye,49,RU,1655902411,82,55.9461,67.6736,64.54,19.71
362,Nelson Bay,0,AU,1655902411,89,-32.7167,152.15,54.0,5.01
363,Vīrarājendrapet,100,IN,1655902412,97,12.2,75.8,67.84,3.74
364,Dickinson,20,US,1655902412,88,29.4608,-95.0513,83.12,0.0
365,Mouila,75,GA,1655902412,58,-1.8685,11.0559,85.91,1.23
366,Karabük,11,TR,1655902413,58,41.2049,32.6277,75.81,11.25
367,Jalu,0,LY,1655902157,15,29.0331,21.5482,96.66,9.75
368,Katsuura,79,JP,1655902414,96,35.1333,140.3,70.34,5.14
369,Tuy Hoa,100,VN,1655902263,87,13.0833,109.3,79.9,6.69
370,Barra Patuca,92,HN,1655902414,84,15.8,-84.2833,79.32,6.91
371,Dudinka,78,RU,1655902236,29,69.4058,86.1778,85.62,8.46
372,Pahrump,100,US,1655902415,21,36.2083,-115.9839,79.25,4.0
373,Narsaq,0,GL,1655902157,67,60.9167,-46.05,44.82,2.73
374,Coyhaique,0,CL,1655902152,92,-45.5752,-72.0662,13.95,0.0
375,Kassala,27,SD,1655902231,24,15.451,36.4,100.09,11.41
376,Yerbogachën,100,RU,1655902137,77,61.2767,108.0108,58.3,2.51
377,Muyezerskiy,99,RU,1655902235,48,63.9333,31.65,66.07,6.89
378,Dawei,100,MM,1655902416,82,14.0833,98.2,79.88,3.2
379,Escanaba,0,US,1655902417,66,45.7453,-87.0646,70.95,9.22
380,Marsá Maţrūḩ,0,EG,1655902418,62,31.3525,27.2453,81.14,17.13
381,Parczew,47,PL,1655902418,49,51.6402,22.9006,74.01,12.71
382,Salaga,100,GH,1655902418,78,8.5508,-0.5188,79.99,5.26
383,Koygorodok,100,RU,1655902419,97,60.445,50.9968,52.09,7.09
384,Denpasar,40,ID,1655902419,83,-8.65,115.2167,82.06,12.66
385,Grindavik,100,IS,1655902281,81,63.8424,-22.4338,46.87,19.57
386,Lexington,0,US,1655902239,73,37.9887,-84.4777,79.12,4.61
387,Corner Brook,100,CA,1655902420,71,48.9667,-57.9484,51.96,5.55
388,Copiapó,23,CL,1655902420,53,-27.3667,-70.3333,51.49,3.89
389,Ocean City,100,US,1655902421,81,39.2776,-74.5746,73.29,11.01
390,Mujiayingzi,100,CN,1655902421,91,42.1167,118.7833,61.7,3.67
391,Cairns,75,AU,1655902215,85,-16.9167,145.7667,69.75,11.5
392,Biloela,0,AU,1655902422,69,-24.4167,150.5,55.09,4.41
393,Ribeira Brava,55,PT,1655902422,61,32.65,-17.0667,72.72,7.0
394,Ayagoz,0,KZ,1655902422,22,47.9714,80.4392,89.89,7.81
395,General Cepeda,19,MX,1655902423,82,25.3833,-101.45,66.07,5.14
396,Uzhur,98,RU,1655902423,80,55.3036,89.8339,70.09,4.43
397,Klaksvík,99,FO,1655902124,78,62.2266,-6.589,50.92,29.21
398,Manicoré,0,BR,1655902423,83,-5.8092,-61.3003,78.75,2.3
399,Ixtapa,62,MX,1655902299,90,20.7,-105.2,79.23,1.43
400,Santa Maria,100,BR,1655902424,100,-29.6842,-53.8069,56.5,8.05
401,Bandarbeyla,63,SO,1655902176,48,9.4942,50.8122,90.28,28.9
402,Ilorin,97,NG,1655902425,65,8.5,4.55,83.17,1.03
403,Ḩasanābād,0,IR,1655902425,10,36.5465,61.0543,95.97,8.16
404,Maningrida,38,AU,1655902425,73,-12.0667,134.2667,73.78,14.94
405,Novyy Urgal,0,RU,1655902426,95,51.0736,132.5642,58.21,4.03
406,Kaihua,99,CN,1655902426,92,23.3687,104.28,68.14,5.64
407,Farrukhnagar,80,IN,1655902426,57,17.0778,78.2011,83.91,7.2
408,Tutóia,100,BR,1655902426,66,-2.7619,-42.2744,82.35,5.86
409,Avera,69,US,1655902427,41,33.194,-82.5271,76.55,3.58
410,Nanhai,83,CN,1655902343,81,30.1282,111.7784,83.52,14.07
411,Ocampo,100,MX,1655902427,79,21.65,-101.5,57.02,16.58
412,Faranah,71,GN,1655902427,55,10.0404,-10.7434,87.42,2.17
413,Camabatela,54,AO,1655902428,36,-8.1881,15.375,81.25,5.7
414,Tilichiki,100,RU,1655902252,99,60.4667,166.1,44.1,2.95
415,Orange Cove,76,US,1655902428,42,36.6244,-119.3137,77.63,6.31
416,Amuntai,100,ID,1655902210,97,-2.4177,115.2494,75.22,1.92
417,Naze,3,JP,1655902306,90,28.3667,129.4833,77.92,6.42
418,Beira,75,MZ,1655902429,78,-19.8436,34.8389,75.29,9.22
419,Asheville,0,US,1655902430,72,35.6009,-82.554,76.17,1.99
420,Hailar,79,CN,1655902430,45,49.2,119.7,69.28,5.46
421,Clyde River,0,CA,1655902251,81,70.4692,-68.5914,43.03,6.91
422,Bubaque,94,GW,1655902431,75,11.2833,-15.8333,81.52,4.97
423,Labuhan,13,ID,1655902160,70,-6.8844,112.2051,81.05,7.96
424,Fonte Boa,100,BR,1655902432,95,-2.4959,-66.2662,73.58,2.82
425,Mossamedes,0,AO,1655902154,51,-15.1961,12.1522,70.99,7.94
426,Amazar,100,RU,1655902432,98,53.858,120.875,56.71,2.08
427,Labis,100,MY,1655902433,87,2.385,103.021,76.51,3.11
428,Pedernales,41,DO,1655902433,66,18.0384,-71.744,82.49,2.28
429,Río Gallegos,20,AR,1655902433,93,-51.6226,-69.2181,30.25,14.97
430,Vila,74,PT,1655902434,77,42.0304,-8.1588,59.88,2.95
431,Sambava,17,MG,1655902232,64,-14.2667,50.1667,75.63,18.43
432,Taywarah,1,AF,1655902435,13,33.35,64.4167,64.6,7.78
433,Bonavista,70,CA,1655902435,88,48.6499,-53.1147,51.04,2.06
434,Jutaí,98,BR,1655902436,95,-5.1833,-68.9,73.26,2.84
435,Pringsewu,85,ID,1655902436,95,-5.3582,104.9744,74.17,0.89
436,Kalispell,100,US,1655902437,94,48.1958,-114.3129,55.04,0.0
437,Portland,0,US,1655902246,88,45.5234,-122.6762,60.21,0.0
438,Kayerkan,27,RU,1655902438,32,69.3497,87.7602,84.52,12.64
439,Soyo,9,AO,1655902238,68,-6.1349,12.3689,76.19,10.11
440,Monrovia,98,LR,1655902329,77,6.3005,-10.7969,83.97,4.12
441,Sungai Raya,100,ID,1655902439,79,0.7,108.9,80.31,3.65
442,Port-Gentil,20,GA,1655902359,61,-0.7193,8.7815,80.56,16.11
443,Jacareacanga,21,BR,1655902439,48,-6.2222,-57.7528,81.25,3.4
444,Tondano,53,ID,1655902440,93,1.3038,124.9112,68.09,1.43
445,Chegdomyn,54,RU,1655902440,96,51.1167,133.0167,58.59,4.5
446,Danville,92,US,1655902441,68,36.586,-79.395,78.87,4.0
447,Adolfo López Mateos,96,MX,1655902441,81,28.4667,-107.3,60.93,7.0
448,Port Lincoln,100,AU,1655902197,79,-34.7333,135.8667,56.01,12.91
449,Guhāgar,100,IN,1655902442,82,17.4842,73.1929,80.11,6.76
450,Charter Township of Clinton,17,US,1655902442,65,42.587,-82.9199,83.07,5.99
451,Kaeo,0,NZ,1655902442,85,-35.1,173.7833,46.81,2.98
452,Half Moon Bay,0,US,1655902443,67,37.4636,-122.4286,69.04,8.05
453,St. George's,40,GD,1655902443,89,12.0564,-61.7485,80.28,11.5
454,Fethiye,0,TR,1655902443,30,36.6217,29.1164,85.87,10.96
455,Padang,76,ID,1655901948,88,-0.9492,100.3543,77.05,2.62
456,Weligama,100,LK,1655902445,84,5.9667,80.4167,79.43,9.1
457,Seydişehir,7,TR,1655902446,30,37.4193,31.8453,78.87,18.23
458,Rome,87,US,1655902210,83,43.2128,-75.4557,70.66,5.01
459,Rodrigues Alves,50,BR,1655902446,74,-7.738,-72.6509,70.0,1.95
460,Yatou,100,CN,1655902447,92,37.15,122.3833,71.02,10.56
461,Vila Franca do Campo,65,PT,1655902118,79,37.7167,-25.4333,69.19,9.84
462,Colares,75,PT,1655902227,69,38.7992,-9.4469,70.79,15.99
463,Çorum Province,85,TR,1655902448,45,40.5,34.75,73.4,5.7
464,Sembakung,100,ID,1655902448,95,3.8167,117.25,74.73,2.06
465,Marsh Harbour,21,BS,1655902449,69,26.5412,-77.0636,77.65,16.49
466,Taft,20,IR,1655902449,7,31.7471,54.2088,103.95,6.91
467,Kahului,75,US,1655902269,64,20.8947,-156.47,75.22,8.05
468,Rauma,100,FI,1655902449,85,61.1272,21.5113,62.64,6.4
469,Cayhagan,100,PH,1655902450,84,9.6697,122.4256,78.82,5.55
470,Senneterre,99,CA,1655902166,92,48.3835,-77.2328,69.28,9.1
471,Sept-Îles,75,CA,1655902205,91,50.2001,-66.3821,53.06,16.11
472,Katobu,100,ID,1655902451,93,-4.9408,122.5276,74.62,4.38
473,Boa Vista,75,BR,1655902451,88,2.8197,-60.6733,76.98,4.61
474,Izhma,100,RU,1655902452,53,65.0083,53.9113,63.43,11.07
475,Isiro,99,CD,1655902453,41,2.7739,27.616,87.67,0.65
476,Lerwick,100,GB,1655901845,90,60.1545,-1.1494,51.8,26.33
477,Polunochnoye,83,RU,1655902454,74,60.8697,60.4153,65.86,9.28
478,Āsosa,91,ET,1655902454,59,10.0667,34.5333,75.76,2.95
479,Ojinaga,0,MX,1655902454,53,29.5667,-104.4167,82.42,5.75
480,Hirado,70,JP,1655902314,95,33.3597,129.5531,78.39,14.18
481,Saint-Louis,88,SN,1655902456,37,16.3333,-15.0,94.64,9.44
482,Valparaíso,100,CL,1655902130,78,-33.0393,-71.6273,54.48,4.61
483,Solnechnyy,100,RU,1655902457,97,50.7214,136.6319,61.39,5.03
484,Lüderitz,0,NA,1655902117,57,-26.6481,15.1594,61.56,7.74
485,Mahibadhoo,77,MV,1655902457,72,3.7833,72.9667,84.33,9.46
486,Newport,72,GB,1655902458,52,51.5877,-2.9984,80.02,6.11
487,Tautira,33,PF,1655902458,79,-17.7333,-149.15,78.19,10.83
488,Port Hawkesbury,100,CA,1655902458,92,45.6169,-61.3485,61.92,6.91
489,Kampot,100,KH,1655902459,82,10.6167,104.1833,80.65,5.82
490,Guanare,29,VE,1655902459,100,9.0418,-69.7421,73.42,2.3
491,Galveston,11,US,1655902460,91,29.3669,-94.9669,83.97,1.16
492,Abnūb,0,EG,1655902460,16,27.2696,31.1511,96.3,18.41
493,Bandundu Province,99,CD,1655902460,41,-3.3167,17.3667,90.46,1.77
494,Kapit,86,MY,1655902461,99,2.0167,112.9333,74.41,0.69
495,Scituate,100,US,1655902462,87,42.1959,-70.7259,66.29,8.05
496,Dondo,1,MZ,1655902215,57,-19.6094,34.7431,74.71,4.65
497,Meoqui,100,MX,1655902462,46,28.2833,-105.4833,77.07,8.68
498,Pueblo Nuevo,79,MX,1655902463,77,23.3833,-105.3833,57.25,6.67
499,Mehamn,100,NO,1655902463,93,71.0357,27.8492,44.55,5.75
500,Te Anau,100,NZ,1655902133,91,-45.4167,167.7167,31.71,0.96
501,Launceston,40,AU,1655902464,94,-41.45,147.1667,49.33,9.22
502,Fredericton,100,CA,1655902464,100,45.9454,-66.6656,56.82,5.75
503,Port Hardy,75,CA,1655902124,93,50.6996,-127.4199,50.0,4.61
504,Ahipara,0,NZ,1655902464,83,-35.1667,173.1667,47.35,4.05
505,Kieta,100,PG,1655902284,84,-6.2167,155.6333,79.23,4.7
506,Kralendijk,40,BQ,1655902465,74,12.15,-68.2667,82.38,14.97
507,Kyshtovka,10,RU,1655902465,89,56.555,76.6271,63.46,12.33
508,Lagoa,100,PT,1655902156,83,39.05,-27.9833,63.82,17.2
509,Mookane,1,BW,1655902466,34,-23.688,26.6595,70.9,17.6
510,Helena,85,US,1655902466,64,46.5927,-112.0361,54.25,1.01
511,Andenes,20,NO,1655902466,71,69.3143,16.1194,48.18,9.22
512,Areosa,25,PT,1655902467,76,41.7178,-8.8571,65.52,5.95
513,Leyva Solano,9,MX,1655902469,58,25.6667,-108.6417,80.42,2.37
514,Selkirk,0,CA,1655902470,83,50.1436,-96.8845,59.09,6.91
515,Amahai,100,ID,1655902249,93,-3.3333,128.9167,76.23,2.93
516,Ormara,0,PK,1655902470,79,25.2088,64.6357,84.67,10.29
517,Acajutla,99,SV,1655902185,78,13.5928,-89.8275,78.13,4.76
518,Frederico Westphalen,100,BR,1655902471,98,-27.3592,-53.3944,65.44,2.1
519,Asău,91,RO,1655902239,38,46.4333,26.4,72.28,10.11
520,Karratha,0,AU,1655902190,60,-20.7377,116.8463,74.55,6.04
521,Quatre Cocos,2,MU,1655902472,68,-20.2078,57.7625,75.31,13.71
522,Shahreza,0,IR,1655902472,5,32.0339,51.8794,91.4,28.27
523,Montgomery,40,US,1655902472,80,39.1501,-77.1997,78.8,3.44
524,Banda Aceh,100,ID,1655902473,83,5.5577,95.3222,79.02,6.15
525,Yinchuan,0,CN,1655902243,33,38.4681,106.2731,81.61,0.81
526,Okhotsk,86,RU,1655902235,92,59.3833,143.3,46.53,4.21
527,Lukovetskiy,100,RU,1655902473,51,64.2956,41.9211,61.0,5.39
528,Mogadishu,75,SO,1655902474,74,2.0371,45.3438,82.27,19.57
529,Mana,43,GF,1655902475,75,5.6592,-53.7767,81.03,3.71
530,Burla,100,IN,1655902475,57,21.5,83.8667,75.94,4.03
531,Alugan,100,PH,1655902475,77,12.2188,125.4808,82.62,7.7
532,Rehoboth,0,NA,1655902148,18,-23.3167,17.0833,61.07,2.66
533,Buraidah,32,SA,1655902266,6,26.326,43.975,106.25,6.85
534,Lobito,0,AO,1655902476,69,-12.3481,13.5456,73.13,7.34
535,Lopukhiv,24,UA,1655902477,39,48.3653,23.9638,72.82,8.66
536,Isoka,4,ZM,1655902477,33,-10.1606,32.6335,72.81,5.99
537,Inhambane,40,MZ,1655902477,64,-23.865,35.3833,75.18,11.99
538,Luanda,0,AO,1655902290,68,-8.8368,13.2343,73.74,13.22
539,Tungor,0,RU,1655902478,95,53.3808,142.9564,47.01,11.07
540,Oistins,75,BB,1655902478,83,13.0667,-59.5333,80.69,12.66
541,Shizunai-furukawachō,100,JP,1655902479,91,42.3339,142.3669,57.24,9.17
542,Qaqortoq,0,GL,1655902227,75,60.7167,-46.0333,41.61,2.66
543,Wuzhou,100,CN,1655902479,91,23.4833,111.3167,78.37,3.56
544,San Andrés,75,CO,1655902480,78,12.5847,-81.7006,82.42,16.11
545,Aguçadoura,35,PT,1655902480,73,41.4318,-8.7804,72.32,8.75
546,Ketchikan,97,US,1655902480,88,55.3422,-131.6461,46.67,2.15
547,Lakatoro,92,VU,1655902481,83,-16.0999,167.4164,75.99,15.08
548,Sainte-Maxime,98,FR,1655902481,91,43.3,6.6333,80.92,7.07
549,Tura,93,IN,1655902270,89,25.5198,90.2201,76.62,3.38
550,Havøysund,100,NO,1655902481,91,70.9963,24.6622,43.03,7.94
